#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.647784   -0.647784           0
           2   -0.645872   -0.646828 0.000675994
           3   -0.649096   -0.647584 0.000764278
           4   -0.648324   -0.647769 0.000595178
           5   -0.648636   -0.647942 0.000500765
           6   -0.645556   -0.647545 0.000553145
           7   -0.649168   -0.647777 0.000520472
           8    -0.64692    -0.64767 0.000466296
           9   -0.643076   -0.647159 0.000635099
          10   -0.645652   -0.647008   0.0005892
          11   -0.646832   -0.646992 0.000535855
          12    -0.64716   -0.647006 0.000491382
          13   -0.648032   -0.647085 0.000459874
          14   -0.642688   -0.646771 0.000523408
          15   -0.645432   -0.646682 0.000496069
          16   -0.649672   -0.646869 0.000499027
          17    -0.64838   -0.646958 0.000477525
          18   -0.647628   -0.646995 0.000452446
          19    -0.64878   -0.647089 0.000438279
          20    -0.64434   -0.646951 0.000437385
