#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.483564   -0.483564           0
           2   -0.479916    -0.48174  0.00128976
           3   -0.483616   -0.482365  0.00100001
           4   -0.483016   -0.482528 0.000763124
           5    -0.48308   -0.482638 0.000618433
           6    -0.48182   -0.482502  0.00053019
           7   -0.482888   -0.482557 0.000457307
           8   -0.482184   -0.482511 0.000402515
           9   -0.482364   -0.482494  0.00035812
          10   -0.481204   -0.482365 0.000344768
          11   -0.481172   -0.482257 0.000330048
          12    -0.48456   -0.482449 0.000353983
          13   -0.483692   -0.482544 0.000339428
          14    -0.48036   -0.482388 0.000349205
          15   -0.482396   -0.482389 0.000325925
          16   -0.483808   -0.482478 0.000317395
          17   -0.482216   -0.482462 0.000299098
          18   -0.482744   -0.482478 0.000282891
          19   -0.483536   -0.482533  0.00027343
          20    -0.48114   -0.482464 0.000268488
