#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.223788    0.223788           0
           2    0.220914    0.222351  0.00101601
           3    0.220705    0.221802 0.000812125
           4    0.217047    0.220613  0.00119633
           5    0.221434    0.220777 0.000968246
           6    0.219773     0.22061 0.000821227
           7    0.223616    0.221039 0.000808452
           8    0.221347    0.221078 0.000708311
           9    0.222527    0.221239 0.000647646
          10    0.220392    0.221154 0.000588393
          11    0.220392    0.221085 0.000538967
          12    0.225028    0.221414 0.000585724
          13    0.222363    0.221487 0.000545204
          14    0.221545    0.221491 0.000506277
          15    0.223546    0.221628  0.00049071
          16    0.218392    0.221426 0.000499979
          17    0.220058    0.221345 0.000476992
          18    0.218622    0.221194 0.000473874
          19    0.221805    0.221226 0.000450024
          20    0.223754    0.221352 0.000444926
